SEQUENCE,ENCODING
lake,786525
eutrophication,4980773
eutrophication,786541
naturally,786541
occur,786541
slow,786541
inevitable,786541
proces,786541
however,786541
accelerate,786541
human,786541
activity,786541
water,786541
pollution,786541
phenomenon,786541
call,786541
cultural,786541
eutrophication,786541
lead,786541
premature,786541
death,786541
body,786541
water,786541
improper,786542
disposal,786542
solid,786542
waste,786542
major,786542
source,786542
water,786542
pollution,786542
solid,786542
waste,786542
include,786542
garbage,786542
rubbish,786542
electronic,786542
waste,786542
trash,786542
construction,786542
demolition,786542
waste,786542
generate,786542
individual,786542
residential,786542
commercial,786542
institutional,786542
industrial,786542
activity,786542
domestic,786544
sewage,786544
primary,786544
source,786544
pathogen,786544
fece,786544
sewage,786544
from,786544
city,786544
town,786544
likely,786544
contain,786544
pathogen,786544
some,786544
type,786544
potentially,786544
present,786544
direct,786544
threat,786544
public,786544
health,786544
putrescible,786544
organic,786544
matter,786544
present,786544
different,786544
sort,786544
threat,786544
water,786544
quality,786544
organic,786544
decompose,786544
naturally,786544
sewage,786544
bacterium,786544
other,786544
microorganism,786544
dissolve,786544
oxygen,786544
content,786544
water,786544
deplete,786544
endanger,786544
quality,786544
lake,786525
stream,786544
level,786544
oxygen,786544
require,786544
fish,786544
other,786544
aquatic,786544
organism,786544
survive,786544
sewagetreatment,786544
process,786544
reduce,786544
level,786544
pathogen,786544
organic,786544
wastewater,786544
they,786544
eliminate,786544
them,786544
completely,786544
mine,2883640
marine,2883698
dump,2883698
leakage,2883699
burn,2883700
fossil,2883700
fuel,2883700
sewer,2883702
leakage,2883702
global,2883703
warm,2883703
radioactive,2883704
waste,2883704
animal,2883705
waste,2883705
acid,2883677
rain,2883677
there,786555
single,786555
simple,786555
answer,786555
stop,786555
water,786555
pollution,786555
crisi,786555
however,786555
there,786555
many,786555
solution,786555
prevent,786555
water,786555
pollution,786555
both,786555
daily,786555
life,786555
within,786555
industry,786555
separate,786556
issue,786556
with,786556
water,786556
pollution,786556
into,786556
notable,786556
solution,786556
wastewater,786483
treatment,786483
reduce,786558
plastic,786558
waste,786558
water,786559
conservation,786559
waterefficient,786560
toilet,786560
septic,786561
tank,786561
toilet,786562
trash,786562
stormwater,786563
management,786563
denitrification,786565
ozone,786566
wastewater,786566
treatment,786566
wastewater,2883635
treatment,2883635
wastewater,786483
treatment,786483
facility,786569
have,786569
technology,786569
tool,786569
remove,786569
most,786569
pollutant,786569
through,786569
biological,786569
physical,786569
chemical,786569
process,786569
example,786569
sewage,786569
treatment,786569
allow,786569
water,786569
travel,786569
through,786569
different,786569
sanitization,786569
chamber,786569
reduce,786569
toxic,786569
level,786569
water,786569
pollutant,786569
prevent,786569
leakage,786569
into,786569
water,786569
system,786569
ensure,786570
wastewater,786570
treatment,786570
function,786570
properly,786570
regular,786570
maintenance,786570
equipment,786570
require,786570
include,786570
application,786570
such,786570
water,786570
treatment,786570
sensor,786570
vital,786570
measure,786570
remove,786570
contaminant,786570
reduce,786570
water,786570
pollution,786570
reduce,786558
plastic,786558
waste,786558
plastic,786572
waste,786572
issue,786572
more,786572
than,786572
plastic,786572
enter,786572
ocean,786572
every,786572
year,786572
plastic,786572
outweigh,786572
number,786572
fish,786572
2050,786572
these,786572
fact,786572
shock,786572
plastic,786572
waste,786572
also,786572
decay,786572
water,786572
supply,786572
extremely,786572
important,786572
reduce,786572
plastic,786572
waste,786572
improve,786572
sustainability,786572
both,786572
locally,786572
globally,786572
plastic,786573
bottle,786573
most,786573
coverage,786573
plastic,786573
enter,786573
water,786573
system,786573
cannot,786573
alway,786573
most,786573
likely,786573
aware,786573
microplastic,786574
major,786574
issue,786574
find,786574
industrial,786575
manufacture,786575
synthetic,786576
textile,786576
clothe,786577
personal,786578
care,786578
product,786578
toothpaste,786578
shampoo,786578
reduce,786579
plastic,786579
waste,786579
home,786579
follow,786579
recycle,786580
plastic,786580
alternative,786581
plastic,786581
like,786581
reusable,786581
utensil,786581
grocery,786581
water,2883711
conservation,2883711
water,786585
scarce,786585
resource,786585
limit,786585
amount,786585
water,786585
daily,786585
will,786585
contribute,786585
reduce,786585
water,786585
pollution,786585
septic,2883713
tank,2883713
septic,786587
tank,786587
great,786587
efficiently,786587
treat,786587
sewage,786587
separate,786587
solid,786587
from,786587
liquid,786587
septic,786587
tank,786587
degrade,786587
solid,786587
allow,786587
liquid,786587
flow,786587
into,786587
drainage,786587
system,786587
vium,786587
biological,786587
process,786587
septic,786588
tank,786588
reduce,786588
water,786588
pollution,786588
remove,786588
pollutant,786588
already,786588
present,786588
water,786588
stormwater,2883715
management,2883715
treatment,786590
management,786590
stormwater,786590
vary,786590
from,786590
reverse,786590
osmosi,786590
advance,786590
oxidation,786590
sand,786590
filtration,786590
agriculture,786592
industry,786592
worldwide,786592
surface,786592
water,786592
supply,786592
meet,786592
demand,786592
livestock,786592
production,786592
farm,786592
agriculture,786593
such,786593
large,786593
industry,786593
primary,786593
cause,786593
water,786593
pollution,786593
rain,786593
runoff,786593
transport,786593
pesticide,786593
fertilizer,786593
agriculture,786594
environmentally,786594
friendly,786594
know,786594
green,786594
agriculture,786594
green,786594
agriculture,786594
involf,786594
pesticide,786594
fertilizer,786594
contain,786594
harmful,786594
chemical,786594
also,786594
include,786594
plant,786594
tree,786594
create,786594
wetland,786594
form,786594
buff,786594
zone,786594
filter,786594
runoff,786594
water,786594
pollutant,786594
denitrification,2883717
nitrate,786596
level,786596
water,786596
create,786596
perfect,786596
environment,786596
eutrophication,786596
overfertilization,786596
from,786596
runoff,786596
occur,786596
allow,786596
alga,786596
phytoplankton,786596
water,786596
rapidly,786596
grow,786596
reduce,786596
water,786596
quality,786596
contribute,786596
water,786596
pollution,786596
issue,786596
denitrification,786597
directly,786597
convert,786597
nitrate,786597
into,786597
nitrogen,786597
ecological,786597
proces,786597
prevent,786597
nitrate,786597
leach,786597
into,786597
soil,786597
help,786597
reduce,786597
groundwater,786597
contamination,786597
ozone,2883718
wastewater,2883718
treatment,2883718
also,786599
wastewater,786599
treatment,786599
through,786599
different,786599
proces,786599
regular,786599
wastewater,786599
system,786599
important,786599
also,786599
note,786599
ozone,786600
wastewater,786600
treatment,786600
ozone,786600
generator,786600
break,786600
down,786600
water,786600
pollutant,786600
ultraviolet,786600
radiation,786600
electric,786600
discharge,786600
field,786600
inside,786600
generator,786600
convert,786600
oxygen,786600
into,786600
ozone,786600
proces,786600
oxidize,786600
bacterium,786600
organic,786600
matter,786600
other,786600
water,786600
pollutant,786600
there,786601
test,786601
water,786601
quality,786601
reduce,786601
water,786601
pollution,786601
fdom,786602
fluorescent,786602
dissolve,786602
organic,786602
matter,786602
monitor,786456
chlorophyll,786603
fluorescence,786603
analysi,786603
total,786604
dissolve,786604
solid,786604
monitor,786456
measure,786605
water,786605
temperature,786605
measure,786606
test,786607
total,786608
suspend,786608
solid,786608
soil,2883762
pollution,2883762
management,2883762
soil,2883592
also,786611
commonly,786611
refer,786611
earth,2883686
dirt,2883763
mixture,786530
organic,786544
matter,786544
mineral,786611
gase,786486
liquid,786500
organism,786537
together,786611
support,786611
life,786474
plant,786492
soil,786611
organism,786611
soil,786611
consist,786611
solid,2883763
phase,2883763
mineral,786611
organic,786611
matter,786611
soil,786611
matrix,786611
well,786611
porou,2883680
phase,2883763
hold,786475
gase,786486
soil,786611
atmosphere,786611
water,2883592
state,786479
system,786611
solid,786611
liquid,786611
gase,786611
soil,786612
pollution,786612
refer,786612
presence,2883764
chemical,2883764
substance,2883764
place,2883764
andor,2883764
present,2883764
soil,2883764
higherthannormal,2883764
concentration,2883764
adverse,2883764
effect,2883764
nontargeted,2883764
organism,2883764
soil,2883764
contamination,2883764
soil,2883592
pollution,2883592
land,2883764
pollution,2883764
part,786612
land,786612
degradation,786612
cause,786612
presence,786612
xenobiotic,786612
humanmade,786612
chemical,786612
other,786612
alteration,786612
natural,786612
soil,786612
environment,786612
soil,786615
pollution,786615
cause,786615
follow,786615
nonexhaustive,786615
list,786615
microplastic,786447
spill,786617
mine,786488
activity,786618
other,786618
heavy,786618
industry,786618
accidental,786619
spill,786619
happen,786619
during,786619
activity,786619
corrosion,786620
underground,786620
storage,786620
tank,786620
include,786620
transmit,786620
content,786620
acid,786525
rain,786525
intensive,786622
farm,786622
agrochemical,786623
such,786484
pesticide,786446
herbicide,786623
fertilizer,786518
petrochemical,786624
industrial,786625
accident,786625
road,786626
debris,786626
construction,786542
activity,786457
exterior,786628
leadbased,786628
paint,786628
drainage,786629
contaminate,786629
surface,786592
water,786592
into,786629
soil,786629
ammunition,786630
chemical,786630
agent,786630
other,786630
agent,786630
waste,786448
disposal,786488
fuel,786632
dump,786632
nuclear,786633
waste,786633
direct,786634
discharge,786634
industrial,786634
waste,786634
soil,786629
discharge,786634
sewage,786471
landfill,786493
illegal,786636
dump,786636
coal,786637
electronic,786542
waste,786542
contaminate,786639
rock,786639
contain,786639
large,786639
amount,786639
toxic,786474
element,786639
contaminate,786639
vehicle,786640
exhaust,786640
cause,786640
tire,786640
wear,786640
contamination,786641
strengthen,786641
pollutant,786641
incineration,786513
fossil,786641
material,786641
impact,2883794
soil,2883794
pollution,2883794
confine,2883794
soil,2883794
biotum,2883794
carry,2883794
over,2883794
every,2883794
aspect,2883794
environment,2883794
affect,2883794
every,2883794
organism,2883794
from,2883794
earthworm,2883794
human,2883794
human,2883794
health,2883794
growth,2883794
plant,2883794
pollution,2883794
diminish,2883794
soil,2883794
fertility,2883794
impact,2883794
scene,2883794
odor,2883794
contamination,2883794
change,2883794
soil,2883794
structure,2883794
impact,2883794
ecosystem,2883794
biodiversity,2883794
taint,2883794
water,2883794
source,2883794
soil,786643
remediation,786643
involf,786643
elimination,786643
contaminant,786643
from,786643
soil,786643
through,786643
range,786643
chemical,786643
physical,786643
biological,786643
mean,786643
apply,786643
carry,786643
situ,4980948
situ,4980948
soil,786643
remediation,786643
technology,786475
classify,786644
physical,786644
biological,786644
chemical,786644
combine,786644
approach,786644
wherea,786644
situ,4980948
soil,786644
remediation,786644
technology,786644
decontamination,786644
soil,786644
original,786644
site,786644
situ,4980948
technology,786644
perform,786644
through,786644
excavation,786644
soil,786644
decontaminate,786644
away,786644
from,786644
original,786644
site,786644
situ,4980948
remediation,786644
technology,786644
involve,786644
chemical,786644
biological,786644
process,786644
chemical,786644
remediation,786644
technology,786644
chemical,786644
reagent,786644
mechanism,786644
involve,786644
include,786644
exchange,786644
catalysi,786644
adsorption,786644
oxidation,786644
reduction,786644
respect,786644
activate,786644
